review,review_processed,label_text,source_file,review_rating,vader_compound,textblob_polarity,textblob_subjectivity,text_sentiment,normalized_key,label_source,language_pattern,pattern_type
Very annoying... Lots of unnecessary mails daily..so much disturbing,very annoying lots of unnecessary mails daily so much disturbing,very annoying... lots of unnecessary mails daily.. so much disturbing,foodpanda_reviews.csv,1.0,-0.5542,-0.475,0.675,negative,very annoying... lots of unnecessary mails daily..so much disturbing,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Fake vouchers since the beginning, they'll let you once or twice after that no more. Much cheaper if you go by yourself and buy at the store. The price of the meal is increased plus we're paying delivery fees.",fake vouchers since the beginning they'll let you once or twice after that no NOT_more much cheaper if you go by yourself and buy at the store the price of the meal is increased plus we're paying delivery fees,"fake vouchers since the beginning, they'll let you once or twice after that no more. much cheaper if you go by yourself and buy at the store. the price of the meal is increased plus we're paying delivery fees.",foodpanda_reviews.csv,1.0,-0.4939,-0.18333333333333335,0.5666666666666667,negative,"fake vouchers since the beginning, they'll let you once or twice after that no more. much cheaper if you go by yourself and buy at the store. the price of the meal is increased plus we're paying delivery fees.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Used to be a good app but the changed interface now doesn't allow changes or cancellation at all. Frustrating to use the live chat with no one on the other end and the response time and delivery time do not match. It makes me want to never order from foodpanda again. I seldom post reviews and this is my first time posting a negative one.,used to be a good app but the changed interface now does not NOT_allow NOT_changes NOT_or NOT_cancellation at all frustrating to use the live chat with no NOT_one NOT_on NOT_the NOT_other end and the response time and delivery time do not NOT_match it makes me wa not NOT_to never NOT_order NOT_from NOT_foodpanda NOT_again i seldom post reviews and this is my first time posting a negative one CONTRAST_FOCUS the changed interface now does not NOT_allow NOT_changes NOT_or NOT_cancellation at all frustrating to use the live chat with no NOT_one NOT_on NOT_the NOT_other end and the response time and delivery time do not NOT_match it makes me wa not NOT_to never NOT_order NOT_from NOT_foodpanda NOT_again i seldom post reviews and this is my first time posting a negative one CONTRAST_FOCUS the changed interface now does not NOT_allow NOT_changes NOT_or NOT_cancellation at all frustrating to use the live chat with no NOT_one NOT_on NOT_the NOT_other end and the response time and delivery time do not NOT_match it makes me wa not NOT_to never NOT_order NOT_from NOT_foodpanda NOT_again i seldom post reviews and this is my first time posting a negative one,the changed interface now does not allow changes or cancellation at all. frustrating to use the live chat with no one on the other end and the response time and delivery time do not match. it makes me wa not to never order from foodpanda again. i seldom post reviews and this is my first time posting a negative one.,foodpanda_reviews.csv,1.0,-0.8579,-0.08772727272727274,0.5016666666666667,negative,used to be a good app but the changed interface now doesn't allow changes or cancellation at all. frustrating to use the live chat with no one on the other end and the response time and delivery time do not match. it makes me want to never order from foodpanda again. i seldom post reviews and this is my first time posting a negative one.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I hate that it doesn't show up any of the notifications. It's not even loading. I even receive text messages regarding promos. But I can't use them when I input the code. It always says I'm not eligible or something. I have uninstalled and reinstalled this app a lot of times already. I'm starting to hate you guys.,i hate that it does not NOT_show NOT_up NOT_any NOT_of the notifications it is not NOT_even NOT_loading i even receive text messages regarding promos but i unusable them when i input the code it always says i am not NOT_eligible NOT_or NOT_something i have uninstalled and reinstalled this app a lot of times already i am starting to hate you guys CONTRAST_FOCUS i unusable them when i input the code it always says i am not NOT_eligible NOT_or NOT_something i have uninstalled and reinstalled this app a lot of times already i am starting to hate you guys CONTRAST_FOCUS i unusable them when i input the code it always says i am not NOT_eligible NOT_or NOT_something i have uninstalled and reinstalled this app a lot of times already i am starting to hate you guys,i unusable them when i input the code. it always says i am not eligible or something. i have uninstalled and reinstalled this app a lot of times already. i am starting to hate you guys.,grab_reviews.csv,1.0,-0.5719,-0.4,0.5,negative,i hate that it doesn't show up any of the notifications. it's not even loading. i even receive text messages regarding promos. but i can't use them when i input the code. it always says i'm not eligible or something. i have uninstalled and reinstalled this app a lot of times already. i'm starting to hate you guys.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Third class app really very disappointed,third class app really very disappointed,third class app really very disappointed,foodpanda_reviews.csv,1.0,-0.5678,-0.48750000000000004,0.48750000000000004,negative,third class app really very disappointed,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Worst experience with food panda,worst experience with food panda,worst experience with food panda,foodpanda_reviews.csv,1.0,-0.6249,-1.0,1.0,negative,worst experience with food panda,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Foodpanda you are so dispointed my order is not right this is one no three times 😤😤😤😤😤😤so bad 😔,foodpanda you are so dispointed my order is not NOT_right NOT_this NOT_is NOT_one no NOT_three NOT_times NOT_face NOT_with steam from nose face with steam from nose face with steam from nose face with steam from nose face with steam from nose face with steam from nose so bad pensive face,foodpanda you are so dispointed my order is not right this is one no three times face with steam from nose face with steam from nose face with steam from nose face with steam from nose face with steam from nose face with steam from nose so bad pensive face,foodpanda_reviews.csv,1.0,-0.728,-0.4214285714285714,0.6011904761904762,negative,foodpanda you are so dispointed my order is not right this is one no three times 😤😤😤😤😤😤so bad 😔,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
fazol tareen service hai is app ki order cancel kr k koi proper jawb ni dena or payment bhi refund ni krni so disappointed from this app i realy don't recomend this app to other,fazol tareen service hai is app ki order cancel kr k koi proper jawb ni dena or payme not NOT_bhi NOT_refund NOT_ni NOT_krni so disappointed from this app i realy do not NOT_recomend NOT_this NOT_app NOT_to other,fazol tareen service hai is app ki order cancel kr k koi proper jawb ni dena or payme not bhi refund ni krni so disappointed from this app i realy do not recomend this app to other,foodpanda_reviews.csv,1.0,-0.7177,-0.2916666666666667,0.4083333333333334,negative,fazol tareen service hai is app ki order cancel kr k koi proper jawb ni dena or payment bhi refund ni krni so disappointed from this app i realy don't recomend this app to other,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Wrong delivery for two times don't order from food panda dears waste of money & time,wrong delivery for two times do not NOT_order NOT_from NOT_food NOT_panda dears waste of money time,wrong delivery for two times do not order from food panda dears waste of money time,foodpanda_reviews.csv,1.0,-0.4588,-0.35,0.45,negative,wrong delivery for two times don't order from food panda dears waste of money & time,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Such a worst service... Waited for 1 hour plus then I received a notification that my order is cancelled. I have given my contact details so that they can contact me if they couldn't reach my address.. This app is totally a shittt,such a worst service waited for 1 hour plus then i received a notification that my order is cancelled i have given my contact details so that they can contact me if they could not NOT_reach NOT_my NOT_address this app is totally a shit,such a worst service... waited for 1 hour plus then i received a notification that my order is cancelled. i have given my contact details so that they can contact me if they could not reach my address.. this app is totally a shit,foodpanda_reviews.csv,1.0,-0.8769,-0.39999999999999997,0.7666666666666666,negative,such a worst service... waited for 1 hour plus then i received a notification that my order is cancelled. i have given my contact details so that they can contact me if they couldn't reach my address.. this app is totally a shittt,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Irritating app is (GRAB)NOT superapp///badapp,irritating app is grab not NOT_superapp NOT_badapp,irritating app is grab not superapp badapp,grab_reviews.csv,1.0,-0.4588,-0.4,0.8,negative,irritating app is (grab)not superapp///badapp,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Cancels your order but does not offer refund. NO REFUND. Poor Customer Service. Poor Rider Management.,cancels your order but does not NOT_offer NOT_refund no NOT_refund poor customer service poor rider manageme not CONTRAST_FOCUS does not NOT_offer NOT_refund no NOT_refund poor customer service poor rider manageme not CONTRAST_FOCUS does not NOT_offer NOT_refund no NOT_refund poor customer service poor rider manageme not,does not offer refund. no refund. poor customer service. poor rider manageme not.,foodpanda_reviews.csv,1.0,-0.6499,-0.4,0.6,negative,cancels your order but does not offer refund. no refund. poor customer service. poor rider management.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It's quite good but sometimes makes trouble,it is quite good but sometimes makes trouble CONTRAST_FOCUS sometimes makes trouble CONTRAST_FOCUS sometimes makes trouble,sometimes makes trouble,foodpanda_reviews.csv,4.0,-0.4019,-0.2,0.2,negative,it's quite good but sometimes makes trouble,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Number got suspended haven't even started ordering! Useless app!,number got suspended have not NOT_even NOT_started NOT_ordering useless app,number got suspended have not even started ordering! useless app!,grab_reviews.csv,1.0,-0.7339,-0.625,0.2,negative,number got suspended haven't even started ordering! useless app!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Epic fail! The sauce spilled all over the containers. The plastic container was smashed scattering plastic bits all over the food. Total waste!,epic fail the sauce spilled all over the containers the plastic container was smashed scattering plastic bits all over the food total waste,epic fail! the sauce spilled all over the containers. the plastic container was smashed scattering plastic bits all over the food. total waste!,foodpanda_reviews.csv,1.0,-0.7835,-0.19375,0.3625,negative,epic fail! the sauce spilled all over the containers. the plastic container was smashed scattering plastic bits all over the food. total waste!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
So far its good but hate that it can cancel my order after I've ordered n paid for something. I'd prefer not to be able to order if they dont have riders rather then waiting n having my order cancelled.,so far its good but hate that it can cancel my order after i've ordered n paid for something i'd prefer not NOT_to NOT_be NOT_able NOT_to order if they do not NOT_have NOT_riders NOT_rather NOT_then waiting n having my order cancelled CONTRAST_FOCUS hate that it can cancel my order after i've ordered n paid for something i'd prefer not NOT_to NOT_be NOT_able NOT_to order if they do not NOT_have NOT_riders NOT_rather NOT_then waiting n having my order cancelled CONTRAST_FOCUS hate that it can cancel my order after i've ordered n paid for something i'd prefer not NOT_to NOT_be NOT_able NOT_to order if they do not NOT_have NOT_riders NOT_rather NOT_then waiting n having my order cancelled,hate that it can cancel my order after i've ordered n paid for something. i'd prefer not to be able to order if they do not have riders rather then waiting n having my order cancelled.,foodpanda_reviews.csv,5.0,-0.7717,-0.15000000000000002,0.7625,negative,so far its good but hate that it can cancel my order after i've ordered n paid for something. i'd prefer not to be able to order if they dont have riders rather then waiting n having my order cancelled.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Worst service possible. The cancellation rate is too high, which put me on awkward position so many times.",worst service possible the cancellation rate is too high which put me on awkward position so many times,"worst service possible. the cancellation rate is too high, which put me on awkward position so many times.",foodpanda_reviews.csv,1.0,-0.6908,-0.188,0.808,negative,"worst service possible. the cancellation rate is too high, which put me on awkward position so many times.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Terrible experience. The app has broken search and filters, extreme lag, and fake images on the menu. And the food I received was not what I ordered, contacted their support and they simply hung up! Spare yourself the headache, stay away.",terrible experience the app has broken search and filters extreme lag and fake images on the menu and the food i received was not NOT_what NOT_i NOT_ordered contacted their support and they simply hung up spare yourself the headache stay away,"terrible experience. the app has broken search and filters, extreme lag, and fake images on the menu. and the food i received was not what i ordered, contacted their support and they simply hung up! spare yourself the headache, stay away.",foodpanda_reviews.csv,1.0,-0.8516,-0.40499999999999997,0.7514285714285714,negative,"terrible experience. the app has broken search and filters, extreme lag, and fake images on the menu. and the food i received was not what i ordered, contacted their support and they simply hung up! spare yourself the headache, stay away.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Dunno who designed the map & pin drop system, but virtually impossible to pinpoint locations required. Extra messages with driver needed as nearest pin can be 100-300m away. So annoying!",dunno who designed the map pin drop system but virtually impossible to pinpoi not NOT_locations NOT_required extra messages with driver needed as nearest pin can be 100 300 m away so annoying CONTRAST_FOCUS virtually impossible to pinpoi not NOT_locations NOT_required extra messages with driver needed as nearest pin can be 100 300 m away so annoying CONTRAST_FOCUS virtually impossible to pinpoi not NOT_locations NOT_required extra messages with driver needed as nearest pin can be 100 300 m away so annoying,virtually impossible to pinpoi not locations required. extra messages with driver needed as nearest pin can be 100 300 m away. so annoying!,grab_reviews.csv,2.0,-0.5836,-0.5555555555555555,0.6666666666666666,negative,"dunno who designed the map & pin drop system, but virtually impossible to pinpoint locations required. extra messages with driver needed as nearest pin can be 100-300m away. so annoying!",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Why i cant log in? I just log out but then i cant log in back. I'd uninstall and then install it back but it is useless. Hope u fix it and help my problem😢,why i ca not NOT_log NOT_in i just log out but then i ca not NOT_log NOT_in NOT_back i'd uninstall and then install it back but it is useless hope u fix it and help my problem sad CONTRAST_FOCUS it is useless hope u fix it and help my problem sad CONTRAST_FOCUS it is useless hope u fix it and help my problem sad,it is useless. hope u fix it and help my problem sad,grab_reviews.csv,2.0,-0.4588,-0.5,0.6,negative,why i cant log in? i just log out but then i cant log in back. i'd uninstall and then install it back but it is useless. hope u fix it and help my problem😢,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Gara-gara kasih rating rendah krn driver yg kurang humble malah akun saya kena banned. Not recommend.,gara gara kasih rating rendah krn driver yg kurang humble malah akun saya kena banned not NOT_recommend,gara gara kasih rating rendah krn driver yg kurang humble malah akun saya kena banned. not recommend.,grab_reviews.csv,1.0,-0.6261,-0.2,0.4,negative,gara-gara kasih rating rendah krn driver yg kurang humble malah akun saya kena banned. not recommend.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I have a very bad experience with Grab. Hopeless service .,i have a very bad experience with grab hopeless service,i have a very bad experience with grab. hopeless service.,grab_reviews.csv,1.0,-0.7778,-0.9099999999999998,0.8666666666666667,negative,i have a very bad experience with grab. hopeless service .,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Functionality is ok. Lower rating is given due to unreliability and connection issues during busy hours in heavy traffic area. The popup window to advertise for Grab Pay topup is annoying as the window stays on the screen blocking the map. Hope they do some thing abiut this,functionality is ok lower rating is given due to unreliability and connection issues during busy hours in heavy traffic area the popup window to advertise for grab pay topup is annoying as the window stays on the screen blocking the map hope they do some thing abiut this,functionality is ok. lower rating is given due to unreliability and connection issues during busy hours in heavy traffic area. the popup window to advertise for grab pay topup is annoying as the window stays on the screen blocking the map. hope they do some thing abiut this,grab_reviews.csv,3.0,-0.4215,-0.10500000000000002,0.515,negative,functionality is ok. lower rating is given due to unreliability and connection issues during busy hours in heavy traffic area. the popup window to advertise for grab pay topup is annoying as the window stays on the screen blocking the map. hope they do some thing abiut this,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very Bad App I Can't Creat Acount...😬,very bad app i cannot NOT_creat NOT_acou not grimacing face,very bad app i cannot creat acou not... grimacing face,foodpanda_reviews.csv,1.0,-0.7346,-0.9099999999999998,0.8666666666666667,negative,very bad app i can't creat acount...😬,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"What a stupid app and cheating money, I top up the funds/ link my card and can't use. Call in twice for 2 weeks and yet issue not resolve. Rushing for work in the morning and have to give such bloody hell stupid problem.",what a stupid app and cheating money i top up the funds link my card and unusable call in twice for 2 weeks and yet issue not NOT_resolve rushing for work in the morning and have to give such bloody hell stupid problem CONTRAST_FOCUS issue not NOT_resolve rushing for work in the morning and have to give such bloody hell stupid problem CONTRAST_FOCUS issue not NOT_resolve rushing for work in the morning and have to give such bloody hell stupid problem,issue not resolve. rushing for work in the morning and have to give such bloody hell stupid problem.,grab_reviews.csv,1.0,-0.9411,-0.5333333333333333,0.7999999999999999,negative,"what a stupid app and cheating money, i top up the funds/ link my card and can't use. call in twice for 2 weeks and yet issue not resolve. rushing for work in the morning and have to give such bloody hell stupid problem.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"I could use it before but now not anymore. I kept trying but it says can't connect to server even though I uninstalled and installed it back, how annoying.",i could use it before but now not NOT_anymore i kept trying but it says cannot NOT_connect NOT_to NOT_server NOT_even though i uninstalled and installed it back how annoying CONTRAST_FOCUS it says cannot NOT_connect NOT_to NOT_server NOT_even though i uninstalled and installed it back how annoying CONTRAST_FOCUS it says cannot NOT_connect NOT_to NOT_server NOT_even though i uninstalled and installed it back how annoying,"it says cannot connect to server even though i uninstalled and installed it back, how annoying.",grab_reviews.csv,1.0,-0.4019,-0.4,0.45,negative,"i could use it before but now not anymore. i kept trying but it says can't connect to server even though i uninstalled and installed it back, how annoying.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Your grad food delivery fellow dam lazy.. can't walk to lobby left the food at the guard hse. Stop hiring lazy fellows.. and spoil the Grab reputation..,your grad food delivery fellow dam lazy cannot NOT_walk NOT_to NOT_lobby NOT_left the food at the guard hse stop hiring lazy fellows and spoil the grab reputation,your grad food delivery fellow dam lazy.. cannot walk to lobby left the food at the guard hse. stop hiring lazy fellows.. and spoil the grab reputation..,grab_reviews.csv,1.0,-0.5823,-0.16666666666666666,0.6666666666666666,negative,your grad food delivery fellow dam lazy.. can't walk to lobby left the food at the guard hse. stop hiring lazy fellows.. and spoil the grab reputation..,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
pathetic app and equally pathetic customer service,pathetic app and equally pathetic customer service,pathetic app and equally pathetic customer service,foodpanda_reviews.csv,1.0,-0.8126,-1.0,1.0,negative,pathetic app and equally pathetic customer service,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"I started trying to book a grab at 6:00 in the morning and 3 hours later, no one had accepted my booking. Even if there were drivers in the area, they refused to accept my booking. Grab has been getting worse and worse ever since uber left. Things need to change.",i started trying to book a grab at 6 00 in the morning and 3 hours later no NOT_one NOT_had NOT_accepted NOT_my booking even if there were drivers in the area they refused to accept my booking grab has been getting worse and worse ever since uber left things need to change,"i started trying to book a grab at 6 00 in the morning and 3 hours later, no one had accepted my booking. even if there were drivers in the area, they refused to accept my booking. grab has been getting worse and worse ever since uber left. things need to change.",grab_reviews.csv,1.0,-0.7096,-0.2,0.3,negative,"i started trying to book a grab at 6:00 in the morning and 3 hours later, no one had accepted my booking. even if there were drivers in the area, they refused to accept my booking. grab has been getting worse and worse ever since uber left. things need to change.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Poor app. Problematic to use,poor app problematic to use,poor app. problematic to use,foodpanda_reviews.csv,1.0,-0.7184,-0.4,0.6,negative,poor app. problematic to use,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Had to throw the food away!! Same story as a year ago. The shop took 15 minutes to cook. 40 minutes to deliver from 1.1km away!! The delivery time kept later and later. Finally cancelled his tip, and threw the food away when it arrived. Can't trust the driver 😕 time to just walk the 1.1km and go to the restaurant. It's quicker and cost less 😅.... Grab, don't apologize. That's all you do.",had to throw the food away same story as a year ago the shop took 15 minutes to cook 40 minutes to deliver from 1 1 km away the delivery time kept later and later finally cancelled his tip and threw the food away when it arrived cannot NOT_trust NOT_the NOT_driver NOT_confused face time to just walk the 1 1 km and go to the restaura not it is quicker and cost less grinning face with sweat grab do not NOT_apologize that is all you do,"had to throw the food away!! same story as a year ago. the shop took 15 minutes to cook. 40 minutes to deliver from 1. 1 km away!! the delivery time kept later and later. finally cancelled his tip, and threw the food away when it arrived. cannot trust the driver confused face time to just walk the 1. 1 km and go to the restaura not. it is quicker and cost less grinning face with sweat.... grab, do not apologize. that is all you do.",grab_reviews.csv,1.0,-0.7398,-0.09444444444444444,0.31527777777777777,negative,"had to throw the food away!! same story as a year ago. the shop took 15 minutes to cook. 40 minutes to deliver from 1.1km away!! the delivery time kept later and later. finally cancelled his tip, and threw the food away when it arrived. can't trust the driver 😕 time to just walk the 1.1km and go to the restaurant. it's quicker and cost less 😅.... grab, don't apologize. that's all you do.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Bad customer service. Unfair labor practices. Predatory rates on merchants,bad customer service unfair labor practices predatory rates on merchants,bad customer service. unfair labor practices. predatory rates on merchants,foodpanda_reviews.csv,1.0,-0.765,-0.5999999999999999,0.8333333333333333,negative,bad customer service. unfair labor practices. predatory rates on merchants,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
your system is worst,your system is worst,your system is worst,foodpanda_reviews.csv,1.0,-0.6249,-1.0,1.0,negative,your system is worst,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Order kuch karo milta kuch ha .or oder ma jo chez huti ha wo bahjty hi nahi.😡😡,order kuch karo milta kuch ha or oder ma jo chez huti ha wo bahjty hi nahi angry angry,order kuch karo milta kuch ha. or oder ma jo chez huti ha wo bahjty hi nahi. angry angry,foodpanda_reviews.csv,1.0,-0.4215,-0.5,1.0,negative,order kuch karo milta kuch ha .or oder ma jo chez huti ha wo bahjty hi nahi.😡😡,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Wasted my time. Ordered at them and after 1 hour they cancelled my order and they have no reason. Waited an hour with nothing. Don't ever download this app.,wasted my time ordered at them and after 1 hour they cancelled my order and they have no NOT_reason waited an hour with nothing do not NOT_ever NOT_download NOT_this NOT_app,wasted my time. ordered at them and after 1 hour they cancelled my order and they have no reason. waited an hour with nothing. do not ever download this app.,foodpanda_reviews.csv,5.0,-0.7506,-0.2,0.0,negative,wasted my time. ordered at them and after 1 hour they cancelled my order and they have no reason. waited an hour with nothing. don't ever download this app.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Bad customer svc,bad customer svc,bad customer svc,foodpanda_reviews.csv,1.0,-0.5423,-0.6999999999999998,0.6666666666666666,negative,bad customer svc,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Greedy panda worst app ever you guys are haramis,greedy panda worst app ever you guys are haramis,greedy panda worst app ever you guys are haramis,foodpanda_reviews.csv,1.0,-0.7506,-1.0,1.0,negative,greedy panda worst app ever you guys are haramis,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Please take down the menu if no longer valid for late night delivery, it's very misleading as my order was cancelled 3 times.",please take down the menu if no NOT_longer NOT_valid NOT_for NOT_late night delivery it is very misleading as my order was cancelled 3 times,"please take down the menu if no longer valid for late night delivery, it is very misleading as my order was cancelled 3 times.",foodpanda_reviews.csv,3.0,-0.5984,-0.08518518518518518,0.3962962962962963,negative,"please take down the menu if no longer valid for late night delivery, it's very misleading as my order was cancelled 3 times.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Lots to work on. Bugs in the app and some rude customer service representatives,lots to work on bugs in the app and some rude customer service representatives,lots to work on. bugs in the app and some rude customer service representatives,foodpanda_reviews.csv,1.0,-0.4588,-0.3,0.6,negative,lots to work on. bugs in the app and some rude customer service representatives,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Stupid app, input wrong location cannot change and cannot cancel order, need to stressfully call customer centre qnd deal with rider at the same time,",stupid app input wrong location cannot NOT_change NOT_and cannot NOT_cancel NOT_order need to stressfully call customer centre qnd deal with rider at the same time,"stupid app, input wrong location cannot change and cannot cancel order, need to stressfully call customer centre qnd deal with rider at the same time,",grab_reviews.csv,1.0,-0.8541,-0.4333333333333333,0.6749999999999999,negative,"stupid app, input wrong location cannot change and cannot cancel order, need to stressfully call customer centre qnd deal with rider at the same time,",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
although the delivery service was good but kfc service was not good as the zingers were saggy and cold,although the delivery service was good but kfc service was bad as the zingers were saggy and cold CONTRAST_FOCUS kfc service was bad as the zingers were saggy and cold CONTRAST_FOCUS kfc service was bad as the zingers were saggy and cold,kfc service was bad as the zingers were saggy and cold,foodpanda_reviews.csv,5.0,-0.5423,-0.6499999999999999,0.8333333333333333,negative,although the delivery service was good but kfc service was not good as the zingers were saggy and cold,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very difficult to login or sign up after uninstall the app,very difficult to login or sign up after uninstall the app,very difficult to login or sign up after uninstall the app,foodpanda_reviews.csv,1.0,-0.4201,-0.65,1.0,negative,very difficult to login or sign up after uninstall the app,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Could not use app as i chose a country where I live in and it set the language automatically. I dont speak that language and there is no option to select another one. Useless on trips,could not NOT_use NOT_app NOT_as NOT_i chose a country where i live in and it set the language automatically i do not NOT_speak NOT_that NOT_language NOT_and there is no NOT_option NOT_to NOT_select NOT_another one useless on trips,could not use app as i chose a country where i live in and it set the language automatically. i do not speak that language and there is no option to select another one. useless on trips,foodpanda_reviews.csv,1.0,-0.6124,-0.18181818181818182,0.35,negative,could not use app as i chose a country where i live in and it set the language automatically. i dont speak that language and there is no option to select another one. useless on trips,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Had a bad experience before with extremely rude driver.,had a bad experience before with extremely rude driver,had a bad experience before with extremely rude driver.,grab_reviews.csv,1.0,-0.7778,-0.4999999999999999,0.6333333333333333,negative,had a bad experience before with extremely rude driver.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Cannot book anything on this app. Very slow and takes an hour to load. Heavy memory mobile games run faster than grab. Everything is too expensive for a crappy app.,cannot NOT_book NOT_anything NOT_on NOT_this app very slow and takes an hour to load heavy memory mobile games run faster than grab everything is too expensive for a crappy app,cannot book anything on this app. very slow and takes an hour to load. heavy memory mobile games run faster than grab. everything is too expensive for a crappy app.,grab_reviews.csv,1.0,-0.5574,-0.36333333333333334,0.5733333333333334,negative,cannot book anything on this app. very slow and takes an hour to load. heavy memory mobile games run faster than grab. everything is too expensive for a crappy app.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Useless. App wont even show search results,useless app wo not NOT_even NOT_show NOT_search NOT_results,useless. app wo not even show search results,grab_reviews.csv,1.0,-0.4215,-0.5,0.2,negative,useless. app wont even show search results,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Pathetic service, delivery was late, took 1h30minutes, PLUS my food was missing. the food that i paid was not there. Worst first time experience ever. Never order with foodpanda ever again.",pathetic service delivery was late took 1 h 30 minutes plus my food was missing the food that i paid was not NOT_there worst first time experience ever never NOT_order NOT_with NOT_foodpanda NOT_ever again,"pathetic service, delivery was late, took 1 h 30 minutes, plus my food was missing. the food that i paid was not there. worst first time experience ever. never order with foodpanda ever again.",foodpanda_reviews.csv,1.0,-0.383,-0.45,0.5966666666666668,negative,"pathetic service, delivery was late, took 1h30minutes, plus my food was missing. the food that i paid was not there. worst first time experience ever. never order with foodpanda ever again.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Just updated now and the app became useless. Refund our pro membership!,just updated now and the app became useless refund our pro membership,just updated now and the app became useless. refund our pro membership!,foodpanda_reviews.csv,1.0,-0.4753,-0.625,0.2,negative,just updated now and the app became useless. refund our pro membership!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Now panda is doing floating and overprice delivery, damn i need to wait the price to go down",now panda is doing floating and overprice delivery damn i need to wait the price to go down,"now panda is doing floating and overprice delivery, damn i need to wait the price to go down",foodpanda_reviews.csv,3.0,-0.4019,-0.15555555555555556,0.2888888888888889,negative,"now panda is doing floating and overprice delivery, damn i need to wait the price to go down",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"This is really a total hassle for the consumers, they don't give me my refund. I paid using debit card and it's almost a month since they told me they'll be giving me a refund for the distorted cake I received. I keep on receiving scripted emails without comprehending my concern. Their Customer Service sucks.",this is really a total hassle for the consumers they do not NOT_give NOT_me NOT_my NOT_refund i paid using debit card and it is almost a month since they told me they'll be giving me a refund for the distorted cake i received i keep on receiving scripted emails without comprehending my concern their customer service sucks,"this is really a total hassle for the consumers, they do not give me my refund. i paid using debit card and it is almost a month since they told me they'll be giving me a refund for the distorted cake i received. i keep on receiving scripted emails without comprehending my concern. their customer service sucks.",foodpanda_reviews.csv,1.0,-0.4215,-0.15,0.525,negative,"this is really a total hassle for the consumers, they don't give me my refund. i paid using debit card and it's almost a month since they told me they'll be giving me a refund for the distorted cake i received. i keep on receiving scripted emails without comprehending my concern. their customer service sucks.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
