audit_id,review,review_processed,text_sentiment,source_file,review_rating,human_sentiment,reviewer_notes
285,"You guys should really have the free meals policy if delivery is 30 minutes late. I have encountered this so many times. Sometimes I get my food 40 mins later than the scheduled time. I understand that my food won't often be delivered on time, but this happens way too often with food panda. I suggest others to use DeliverEat service instead of Food Panda.",you guys should really have the free meals policy if delivery is 30 minutes late i have encountered this so many times sometimes i get my food 40 mins later than the scheduled time i understand that my food will not NOT_often NOT_be NOT_delivered NOT_on time but this happens way too often with food panda i suggest others to use delivereat service instead of food panda CONTRAST_FOCUS this happens way too often with food panda i suggest others to use delivereat service instead of food panda CONTRAST_FOCUS this happens way too often with food panda i suggest others to use delivereat service instead of food panda,neutral,foodpanda_reviews.csv,2,,
286,Easy🤗For My Trip🛣🚘,easy smiling face with open hands for my trip motorway oncoming automobile,positive,grab_reviews.csv,4,,
287,foodpanda babi,foodpanda babi,neutral,foodpanda_reviews.csv,1,,
288,Anggelin,anggelin,neutral,grab_reviews.csv,4,,
289,sudah kesekian kalinya saya gagal pake aplikasi ini.susah masuknya..,sudah kesekian kalinya saya gagal pake aplikasi ini susah masuknya,neutral,grab_reviews.csv,1,,
290,Such a bad service IN grab. I dont want to use App grab.. Very hard to use.. Such a ridiculous to take selfies about 15 minutes. Just uploaded pictures of passport u can verifying Security system face detector. I will uninstall App grab 😠😠😠😠,such a bad service in grab i do not NOT_wa not NOT_to NOT_use NOT_app NOT_grab very hard to use such a ridiculous to take selfies about 15 minutes just uploaded pictures of passport u can verifying security system face detector i will uninstall app grab angry angry angry angry,negative,grab_reviews.csv,1,,
291,Pros : Cheaper than Grab Food. Cons : Slow delivery & bad service,pros cheaper than grab food cons slow delivery bad service,negative,foodpanda_reviews.csv,1,,
292,"Helpful apps, affordable price ..nice!",helpful apps affordable price nice,positive,grab_reviews.csv,5,,
293,Habib.alam,habib alam,neutral,foodpanda_reviews.csv,3,,
294,Loved it. Kindly add more food joints though,loved it kindly add more food joints though,positive,foodpanda_reviews.csv,5,,
295,Can't even log in😠,cannot NOT_even NOT_log NOT_in NOT_angry,negative,grab_reviews.csv,1,,
296,Aaawwweesomee,aweesomee,neutral,foodpanda_reviews.csv,5,,
297,"Grab food sucks. Order for rm90 for foods. Order confirm yet there are no rider will send the order. When i click cancel order (due to prolonged time spent awaiting for a rider), the order cant be canceled. What the f.",grab food sucks order for rm 90 for foods order confirm yet there are no NOT_rider NOT_will NOT_send NOT_the order when i click cancel order due to prolonged time spe not NOT_awaiting NOT_for NOT_a NOT_rider the order ca not NOT_be NOT_canceled what the f CONTRAST_FOCUS there are no NOT_rider NOT_will NOT_send NOT_the order when i click cancel order due to prolonged time spe not NOT_awaiting NOT_for NOT_a NOT_rider the order ca not NOT_be NOT_canceled what the f CONTRAST_FOCUS there are no NOT_rider NOT_will NOT_send NOT_the order when i click cancel order due to prolonged time spe not NOT_awaiting NOT_for NOT_a NOT_rider the order ca not NOT_be NOT_canceled what the f,negative,grab_reviews.csv,1,,
298,Aaattt hai g,at hai g,neutral,foodpanda_reviews.csv,5,,
299,"I think the app is pretty good, just that when we are in current booking and if you switch to another interface, the current booking interface will jump out",i think the app is pretty good just that when we are in curre not NOT_booking NOT_and NOT_if NOT_you switch to another interface the curre not NOT_booking NOT_interface NOT_will NOT_jump out,positive,grab_reviews.csv,4,,
300,senang nk guna,senang nk guna,neutral,foodpanda_reviews.csv,5,,
