pattern_id,review,text_sentiment,language_pattern,pattern_type,review_processed,label_text,source_file,review_rating,normalized_key,vader_compound,textblob_polarity,textblob_subjectivity,label_source
TR0283,Foodpanda order: Driver sangat rude 😡,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order driver sangat rude angry,foodpanda order driver sangat rude angry,curated_multilingual_patterns,,foodpanda order: driver sangat rude 😡,,,,team-curated linguistic pattern label
TR0284,Foodpanda order: Worst service ever,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order worst service ever,foodpanda order worst service ever,curated_multilingual_patterns,,foodpanda order: worst service ever,,,,team-curated linguistic pattern label
TR0285,Foodpanda order: The app keeps crashing,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the app keeps crashing,foodpanda order the app keeps crashing,curated_multilingual_patterns,,foodpanda order: the app keeps crashing,,,,team-curated linguistic pattern label
TR0286,Foodpanda order: I will not order again,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order i will not NOT_order NOT_again,foodpanda order i will not order again,curated_multilingual_patterns,,foodpanda order: i will not order again,,,,team-curated linguistic pattern label
TR0287,Foodpanda order: Tak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order dissatisfied,foodpanda order dissatisfied,curated_multilingual_patterns,,foodpanda order: tak puas hati,,,,team-curated linguistic pattern label
TR0288,Foodpanda order: Tidak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order dissatisfied,foodpanda order dissatisfied,curated_multilingual_patterns,,foodpanda order: tidak puas hati,,,,team-curated linguistic pattern label
TR0289,Foodpanda order: Dissatisfied with this order,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order dissatisfied with this order,foodpanda order dissatisfied with this order,curated_multilingual_patterns,,foodpanda order: dissatisfied with this order,,,,team-curated linguistic pattern label
TR0290,Foodpanda order: I do not enjoy the meal,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order i dislike the meal,foodpanda order i dislike the meal,curated_multilingual_patterns,,foodpanda order: i do not enjoy the meal,,,,team-curated linguistic pattern label
TR0291,Foodpanda order: Not gud,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order bad,foodpanda order bad,curated_multilingual_patterns,,foodpanda order: not gud,,,,team-curated linguistic pattern label
TR0292,Foodpanda order: Food is not guudd,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order food is bad,foodpanda order food is bad,curated_multilingual_patterns,,foodpanda order: food is not guudd,,,,team-curated linguistic pattern label
TR0293,Foodpanda order: Service not gud at all,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order service bad at all,foodpanda order service bad at all,curated_multilingual_patterns,,foodpanda order: service not gud at all,,,,team-curated linguistic pattern label
TR0294,Foodpanda order: Makanan tak gud,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order makanan bad,foodpanda order makanan bad,curated_multilingual_patterns,,foodpanda order: makanan tak gud,,,,team-curated linguistic pattern label
TR0295,Foodpanda order: This is not goooood,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order this is bad,foodpanda order this is bad,curated_multilingual_patterns,,foodpanda order: this is not goooood,,,,team-curated linguistic pattern label
TR0296,Foodpanda order: No gud service,negative,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order no NOT_good NOT_service,foodpanda order no good service,curated_multilingual_patterns,,foodpanda order: no gud service,,,,team-curated linguistic pattern label
TR0297,My experience: Food is not good,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience food is bad,my experience food is bad,curated_multilingual_patterns,,my experience: food is not good,,,,team-curated linguistic pattern label
TR0298,My experience: I don't like this food,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience i dislike this food,my experience i dislike this food,curated_multilingual_patterns,,my experience: i don't like this food,,,,team-curated linguistic pattern label
TR0299,My experience: The meal was not fresh,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience the meal was stale,my experience the meal was stale,curated_multilingual_patterns,,my experience: the meal was not fresh,,,,team-curated linguistic pattern label
TR0300,My experience: Driver never arrived,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience driver missing delivery,my experience driver missing delivery,curated_multilingual_patterns,,my experience: driver never arrived,,,,team-curated linguistic pattern label
TR0301,My experience: The voucher cannot be used,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience the voucher cannot NOT_be NOT_used,my experience the voucher cannot be used,curated_multilingual_patterns,,my experience: the voucher cannot be used,,,,team-curated linguistic pattern label
TR0302,My experience: Service not helpful,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience service not NOT_helpful,my experience service not helpful,curated_multilingual_patterns,,my experience: service not helpful,,,,team-curated linguistic pattern label
TR0303,My experience: Makanan tak sedap,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience makanan bad tasting,my experience makanan bad tasting,curated_multilingual_patterns,,my experience: makanan tak sedap,,,,team-curated linguistic pattern label
TR0304,My experience: Saya tak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience saya dissatisfied,my experience saya dissatisfied,curated_multilingual_patterns,,my experience: saya tak puas hati,,,,team-curated linguistic pattern label
TR0305,My experience: App tak boleh guna,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience app unusable,my experience app unusable,curated_multilingual_patterns,,my experience: app tak boleh guna,,,,team-curated linguistic pattern label
TR0306,My experience: Saya memang kecewa dan tak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience saya memang kecewa dan dissatisfied,my experience saya memang kecewa dan dissatisfied,curated_multilingual_patterns,,my experience: saya memang kecewa dan tak puas hati,,,,team-curated linguistic pattern label
TR0307,My experience: Memang tak puas hati dengan service,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience very dissatisfied dengan service,my experience very dissatisfied dengan service,curated_multilingual_patterns,,my experience: memang tak puas hati dengan service,,,,team-curated linguistic pattern label
TR0308,My experience: Order belum sampai,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience order not NOT_arrived yet,my experience order not arrived yet,curated_multilingual_patterns,,my experience: order belum sampai,,,,team-curated linguistic pattern label
TR0309,My experience: Service memang teruk,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience service memang terrible,my experience service memang terrible,curated_multilingual_patterns,,my experience: service memang teruk,,,,team-curated linguistic pattern label
TR0310,My experience: Food basi dan sejuk,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience food stale dan cold,my experience food stale dan cold,curated_multilingual_patterns,,my experience: food basi dan sejuk,,,,team-curated linguistic pattern label
TR0311,My experience: Delivery lambat gila,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience delivery very late,my experience delivery very late,curated_multilingual_patterns,,my experience: delivery lambat gila,,,,team-curated linguistic pattern label
TR0312,My experience: Tak bagus langsung,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience bad langsung,my experience bad langsung,curated_multilingual_patterns,,my experience: tak bagus langsung,,,,team-curated linguistic pattern label
TR0313,My experience: Harga mahal tapi portion kecil,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience harga expensive but portion kecil CONTRAST_FOCUS portion kecil CONTRAST_FOCUS portion kecil,portion kecil,curated_multilingual_patterns,,my experience: harga mahal tapi portion kecil,,,,team-curated linguistic pattern label
TR0314,My experience: Food 🤮,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience food disgusting,my experience food disgusting,curated_multilingual_patterns,,my experience: food 🤮,,,,team-curated linguistic pattern label
TR0315,My experience: Driver sangat rude 😡,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience driver sangat rude angry,my experience driver sangat rude angry,curated_multilingual_patterns,,my experience: driver sangat rude 😡,,,,team-curated linguistic pattern label
TR0316,My experience: Worst service ever,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience worst service ever,my experience worst service ever,curated_multilingual_patterns,,my experience: worst service ever,,,,team-curated linguistic pattern label
TR0317,My experience: The app keeps crashing,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience the app keeps crashing,my experience the app keeps crashing,curated_multilingual_patterns,,my experience: the app keeps crashing,,,,team-curated linguistic pattern label
TR0318,My experience: I will not order again,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience i will not NOT_order NOT_again,my experience i will not order again,curated_multilingual_patterns,,my experience: i will not order again,,,,team-curated linguistic pattern label
TR0319,My experience: Tak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience dissatisfied,my experience dissatisfied,curated_multilingual_patterns,,my experience: tak puas hati,,,,team-curated linguistic pattern label
TR0320,My experience: Tidak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience dissatisfied,my experience dissatisfied,curated_multilingual_patterns,,my experience: tidak puas hati,,,,team-curated linguistic pattern label
TR0321,My experience: Dissatisfied with this order,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience dissatisfied with this order,my experience dissatisfied with this order,curated_multilingual_patterns,,my experience: dissatisfied with this order,,,,team-curated linguistic pattern label
TR0322,My experience: I do not enjoy the meal,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience i dislike the meal,my experience i dislike the meal,curated_multilingual_patterns,,my experience: i do not enjoy the meal,,,,team-curated linguistic pattern label
TR0323,My experience: Not gud,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience bad,my experience bad,curated_multilingual_patterns,,my experience: not gud,,,,team-curated linguistic pattern label
TR0324,My experience: Food is not guudd,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience food is bad,my experience food is bad,curated_multilingual_patterns,,my experience: food is not guudd,,,,team-curated linguistic pattern label
TR0325,My experience: Service not gud at all,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience service bad at all,my experience service bad at all,curated_multilingual_patterns,,my experience: service not gud at all,,,,team-curated linguistic pattern label
TR0326,My experience: Makanan tak gud,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience makanan bad,my experience makanan bad,curated_multilingual_patterns,,my experience: makanan tak gud,,,,team-curated linguistic pattern label
TR0327,My experience: This is not goooood,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience this is bad,my experience this is bad,curated_multilingual_patterns,,my experience: this is not goooood,,,,team-curated linguistic pattern label
TR0328,My experience: No gud service,negative,English/Malay/Manglish/emoji,direct_or_negation,my experience no NOT_good NOT_service,my experience no good service,curated_multilingual_patterns,,my experience: no gud service,,,,team-curated linguistic pattern label
TR0329,"Honestly, Food is not good",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly food is bad,"honestly, food is bad",curated_multilingual_patterns,,"honestly, food is not good",,,,team-curated linguistic pattern label
TR0330,"Honestly, I don't like this food",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly i dislike this food,"honestly, i dislike this food",curated_multilingual_patterns,,"honestly, i don't like this food",,,,team-curated linguistic pattern label
TR0331,"Honestly, The meal was not fresh",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly the meal was stale,"honestly, the meal was stale",curated_multilingual_patterns,,"honestly, the meal was not fresh",,,,team-curated linguistic pattern label
TR0332,"Honestly, Driver never arrived",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly driver missing delivery,"honestly, driver missing delivery",curated_multilingual_patterns,,"honestly, driver never arrived",,,,team-curated linguistic pattern label
TR0333,"Honestly, The voucher cannot be used",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly the voucher cannot NOT_be NOT_used,"honestly, the voucher cannot be used",curated_multilingual_patterns,,"honestly, the voucher cannot be used",,,,team-curated linguistic pattern label
TR0334,"Honestly, Service not helpful",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly service not NOT_helpful,"honestly, service not helpful",curated_multilingual_patterns,,"honestly, service not helpful",,,,team-curated linguistic pattern label
TR0335,"Honestly, Makanan tak sedap",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly makanan bad tasting,"honestly, makanan bad tasting",curated_multilingual_patterns,,"honestly, makanan tak sedap",,,,team-curated linguistic pattern label
TR0336,"Honestly, Saya tak puas hati",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly saya dissatisfied,"honestly, saya dissatisfied",curated_multilingual_patterns,,"honestly, saya tak puas hati",,,,team-curated linguistic pattern label
TR0337,"Honestly, App tak boleh guna",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly app unusable,"honestly, app unusable",curated_multilingual_patterns,,"honestly, app tak boleh guna",,,,team-curated linguistic pattern label
TR0338,"Honestly, Saya memang kecewa dan tak puas hati",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly saya memang kecewa dan dissatisfied,"honestly, saya memang kecewa dan dissatisfied",curated_multilingual_patterns,,"honestly, saya memang kecewa dan tak puas hati",,,,team-curated linguistic pattern label
TR0339,"Honestly, Memang tak puas hati dengan service",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly very dissatisfied dengan service,"honestly, very dissatisfied dengan service",curated_multilingual_patterns,,"honestly, memang tak puas hati dengan service",,,,team-curated linguistic pattern label
TR0340,"Honestly, Order belum sampai",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly order not NOT_arrived yet,"honestly, order not arrived yet",curated_multilingual_patterns,,"honestly, order belum sampai",,,,team-curated linguistic pattern label
TR0341,"Honestly, Service memang teruk",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly service memang terrible,"honestly, service memang terrible",curated_multilingual_patterns,,"honestly, service memang teruk",,,,team-curated linguistic pattern label
TR0342,"Honestly, Food basi dan sejuk",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly food stale dan cold,"honestly, food stale dan cold",curated_multilingual_patterns,,"honestly, food basi dan sejuk",,,,team-curated linguistic pattern label
TR0343,"Honestly, Delivery lambat gila",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly delivery very late,"honestly, delivery very late",curated_multilingual_patterns,,"honestly, delivery lambat gila",,,,team-curated linguistic pattern label
TR0344,"Honestly, Tak bagus langsung",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly bad langsung,"honestly, bad langsung",curated_multilingual_patterns,,"honestly, tak bagus langsung",,,,team-curated linguistic pattern label
TR0345,"Honestly, Harga mahal tapi portion kecil",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly harga expensive but portion kecil CONTRAST_FOCUS portion kecil CONTRAST_FOCUS portion kecil,portion kecil,curated_multilingual_patterns,,"honestly, harga mahal tapi portion kecil",,,,team-curated linguistic pattern label
TR0346,"Honestly, Food 🤮",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly food disgusting,"honestly, food disgusting",curated_multilingual_patterns,,"honestly, food 🤮",,,,team-curated linguistic pattern label
TR0347,"Honestly, Driver sangat rude 😡",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly driver sangat rude angry,"honestly, driver sangat rude angry",curated_multilingual_patterns,,"honestly, driver sangat rude 😡",,,,team-curated linguistic pattern label
TR0348,"Honestly, Worst service ever",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly worst service ever,"honestly, worst service ever",curated_multilingual_patterns,,"honestly, worst service ever",,,,team-curated linguistic pattern label
TR0349,"Honestly, The app keeps crashing",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly the app keeps crashing,"honestly, the app keeps crashing",curated_multilingual_patterns,,"honestly, the app keeps crashing",,,,team-curated linguistic pattern label
TR0350,"Honestly, I will not order again",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly i will not NOT_order NOT_again,"honestly, i will not order again",curated_multilingual_patterns,,"honestly, i will not order again",,,,team-curated linguistic pattern label
TR0351,"Honestly, Tak puas hati",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly dissatisfied,"honestly, dissatisfied",curated_multilingual_patterns,,"honestly, tak puas hati",,,,team-curated linguistic pattern label
TR0352,"Honestly, Tidak puas hati",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly dissatisfied,"honestly, dissatisfied",curated_multilingual_patterns,,"honestly, tidak puas hati",,,,team-curated linguistic pattern label
TR0353,"Honestly, Dissatisfied with this order",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly dissatisfied with this order,"honestly, dissatisfied with this order",curated_multilingual_patterns,,"honestly, dissatisfied with this order",,,,team-curated linguistic pattern label
TR0354,"Honestly, I do not enjoy the meal",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly i dislike the meal,"honestly, i dislike the meal",curated_multilingual_patterns,,"honestly, i do not enjoy the meal",,,,team-curated linguistic pattern label
TR0355,"Honestly, Not gud",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly bad,"honestly, bad",curated_multilingual_patterns,,"honestly, not gud",,,,team-curated linguistic pattern label
TR0356,"Honestly, Food is not guudd",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly food is bad,"honestly, food is bad",curated_multilingual_patterns,,"honestly, food is not guudd",,,,team-curated linguistic pattern label
TR0357,"Honestly, Service not gud at all",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly service bad at all,"honestly, service bad at all",curated_multilingual_patterns,,"honestly, service not gud at all",,,,team-curated linguistic pattern label
TR0358,"Honestly, Makanan tak gud",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly makanan bad,"honestly, makanan bad",curated_multilingual_patterns,,"honestly, makanan tak gud",,,,team-curated linguistic pattern label
TR0359,"Honestly, This is not goooood",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly this is bad,"honestly, this is bad",curated_multilingual_patterns,,"honestly, this is not goooood",,,,team-curated linguistic pattern label
TR0360,"Honestly, No gud service",negative,English/Malay/Manglish/emoji,direct_or_negation,honestly no NOT_good NOT_service,"honestly, no good service",curated_multilingual_patterns,,"honestly, no gud service",,,,team-curated linguistic pattern label
TR0361,The food is delicious,positive,English/Malay/Manglish/emoji,direct_or_negation,the food is delicious,the food is delicious,curated_multilingual_patterns,,the food is delicious,,,,team-curated linguistic pattern label
TR0362,I really like this meal,positive,English/Malay/Manglish/emoji,direct_or_negation,i really like this meal,i really like this meal,curated_multilingual_patterns,,i really like this meal,,,,team-curated linguistic pattern label
TR0363,Delivery was very fast,positive,English/Malay/Manglish/emoji,direct_or_negation,delivery was very fast,delivery was very fast,curated_multilingual_patterns,,delivery was very fast,,,,team-curated linguistic pattern label
TR0364,The driver was helpful,positive,English/Malay/Manglish/emoji,direct_or_negation,the driver was helpful,the driver was helpful,curated_multilingual_patterns,,the driver was helpful,,,,team-curated linguistic pattern label
TR0365,Great service and good value,positive,English/Malay/Manglish/emoji,direct_or_negation,great service and good value,great service and good value,curated_multilingual_patterns,,great service and good value,,,,team-curated linguistic pattern label
TR0366,No problem at all,positive,English/Malay/Manglish/emoji,direct_or_negation,acceptable good at all,acceptable good at all,curated_multilingual_patterns,,no problem at all,,,,team-curated linguistic pattern label
TR0367,"Not bad, quite good",positive,English/Malay/Manglish/emoji,direct_or_negation,acceptable good quite good,"acceptable good, quite good",curated_multilingual_patterns,,"not bad, quite good",,,,team-curated linguistic pattern label
TR0368,Makanan sedap gila,positive,English/Malay/Manglish/emoji,direct_or_negation,makanan very delicious,makanan very delicious,curated_multilingual_patterns,,makanan sedap gila,,,,team-curated linguistic pattern label
TR0369,Saya puas hati,positive,English/Malay/Manglish/emoji,direct_or_negation,saya satisfied,saya satisfied,curated_multilingual_patterns,,saya puas hati,,,,team-curated linguistic pattern label
TR0370,Service memang bagus,positive,English/Malay/Manglish/emoji,direct_or_negation,service memang good,service memang good,curated_multilingual_patterns,,service memang bagus,,,,team-curated linguistic pattern label
TR0371,Delivery cepat,positive,English/Malay/Manglish/emoji,direct_or_negation,delivery fast,delivery fast,curated_multilingual_patterns,,delivery cepat,,,,team-curated linguistic pattern label
TR0372,Harga murah dan berbaloi,positive,English/Malay/Manglish/emoji,direct_or_negation,harga cheap dan berbaloi,harga cheap dan berbaloi,curated_multilingual_patterns,,harga murah dan berbaloi,,,,team-curated linguistic pattern label
TR0373,App senang guna,positive,English/Malay/Manglish/emoji,direct_or_negation,app senang guna,app senang guna,curated_multilingual_patterns,,app senang guna,,,,team-curated linguistic pattern label
TR0374,Driver sangat friendly,positive,English/Malay/Manglish/emoji,direct_or_negation,driver sangat friendly,driver sangat friendly,curated_multilingual_patterns,,driver sangat friendly,,,,team-curated linguistic pattern label
TR0375,Mantap lah,positive,English/Malay/Manglish/emoji,direct_or_negation,excellent,excellent,curated_multilingual_patterns,,mantap lah,,,,team-curated linguistic pattern label
TR0376,Food 😍,positive,English/Malay/Manglish/emoji,direct_or_negation,food love,food love,curated_multilingual_patterns,,food 😍,,,,team-curated linguistic pattern label
TR0377,Excellent experience 😊,positive,English/Malay/Manglish/emoji,direct_or_negation,excellent not NOT_experience NOT_smiling NOT_face NOT_with smiling eyes,excellent not experience smiling face with smiling eyes,curated_multilingual_patterns,,excellent experience 😊,,,,team-curated linguistic pattern label
TR0378,I will order again,positive,English/Malay/Manglish/emoji,direct_or_negation,i will order again,i will order again,curated_multilingual_patterns,,i will order again,,,,team-curated linguistic pattern label
TR0379,Everything works perfectly,positive,English/Malay/Manglish/emoji,direct_or_negation,everything works perfectly,everything works perfectly,curated_multilingual_patterns,,everything works perfectly,,,,team-curated linguistic pattern label
TR0380,Very reliable service,positive,English/Malay/Manglish/emoji,direct_or_negation,very reliable service,very reliable service,curated_multilingual_patterns,,very reliable service,,,,team-curated linguistic pattern label
TR0381,The restaurant fixed the problem quickly,positive,English/Malay/Manglish/emoji,direct_or_negation,the restaura not NOT_resolved NOT_successfully,the restaura not resolved successfully,curated_multilingual_patterns,,the restaurant fixed the problem quickly,,,,team-curated linguistic pattern label
TR0382,The issue was resolved successfully,positive,English/Malay/Manglish/emoji,direct_or_negation,the issue was resolved successfully,the issue was resolved successfully,curated_multilingual_patterns,,the issue was resolved successfully,,,,team-curated linguistic pattern label
TR0383,Gud food,positive,English/Malay/Manglish/emoji,direct_or_negation,good food,good food,curated_multilingual_patterns,,gud food,,,,team-curated linguistic pattern label
TR0384,Very guudd service,positive,English/Malay/Manglish/emoji,direct_or_negation,very good service,very good service,curated_multilingual_patterns,,very guudd service,,,,team-curated linguistic pattern label
TR0385,This food is so goooood,positive,English/Malay/Manglish/emoji,direct_or_negation,this food is so good,this food is so good,curated_multilingual_patterns,,this food is so goooood,,,,team-curated linguistic pattern label
TR0386,Grab review: The food is delicious,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review the food is delicious,grab review the food is delicious,curated_multilingual_patterns,,grab review: the food is delicious,,,,team-curated linguistic pattern label
TR0387,Grab review: I really like this meal,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review i really like this meal,grab review i really like this meal,curated_multilingual_patterns,,grab review: i really like this meal,,,,team-curated linguistic pattern label
TR0388,Grab review: Delivery was very fast,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review delivery was very fast,grab review delivery was very fast,curated_multilingual_patterns,,grab review: delivery was very fast,,,,team-curated linguistic pattern label
TR0389,Grab review: The driver was helpful,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review the driver was helpful,grab review the driver was helpful,curated_multilingual_patterns,,grab review: the driver was helpful,,,,team-curated linguistic pattern label
TR0390,Grab review: Great service and good value,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review great service and good value,grab review great service and good value,curated_multilingual_patterns,,grab review: great service and good value,,,,team-curated linguistic pattern label
TR0391,Grab review: No problem at all,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review acceptable good at all,grab review acceptable good at all,curated_multilingual_patterns,,grab review: no problem at all,,,,team-curated linguistic pattern label
TR0392,"Grab review: Not bad, quite good",positive,English/Malay/Manglish/emoji,direct_or_negation,grab review acceptable good quite good,"grab review acceptable good, quite good",curated_multilingual_patterns,,"grab review: not bad, quite good",,,,team-curated linguistic pattern label
TR0393,Grab review: Makanan sedap gila,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review makanan very delicious,grab review makanan very delicious,curated_multilingual_patterns,,grab review: makanan sedap gila,,,,team-curated linguistic pattern label
TR0394,Grab review: Saya puas hati,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review saya satisfied,grab review saya satisfied,curated_multilingual_patterns,,grab review: saya puas hati,,,,team-curated linguistic pattern label
TR0395,Grab review: Service memang bagus,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review service memang good,grab review service memang good,curated_multilingual_patterns,,grab review: service memang bagus,,,,team-curated linguistic pattern label
TR0396,Grab review: Delivery cepat,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review delivery fast,grab review delivery fast,curated_multilingual_patterns,,grab review: delivery cepat,,,,team-curated linguistic pattern label
TR0397,Grab review: Harga murah dan berbaloi,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review harga cheap dan berbaloi,grab review harga cheap dan berbaloi,curated_multilingual_patterns,,grab review: harga murah dan berbaloi,,,,team-curated linguistic pattern label
TR0398,Grab review: App senang guna,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review app senang guna,grab review app senang guna,curated_multilingual_patterns,,grab review: app senang guna,,,,team-curated linguistic pattern label
TR0399,Grab review: Driver sangat friendly,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review driver sangat friendly,grab review driver sangat friendly,curated_multilingual_patterns,,grab review: driver sangat friendly,,,,team-curated linguistic pattern label
TR0400,Grab review: Mantap lah,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review excellent,grab review excellent,curated_multilingual_patterns,,grab review: mantap lah,,,,team-curated linguistic pattern label
TR0401,Grab review: Food 😍,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review food love,grab review food love,curated_multilingual_patterns,,grab review: food 😍,,,,team-curated linguistic pattern label
TR0402,Grab review: Excellent experience 😊,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review excellent not NOT_experience NOT_smiling NOT_face NOT_with smiling eyes,grab review excellent not experience smiling face with smiling eyes,curated_multilingual_patterns,,grab review: excellent experience 😊,,,,team-curated linguistic pattern label
TR0403,Grab review: I will order again,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review i will order again,grab review i will order again,curated_multilingual_patterns,,grab review: i will order again,,,,team-curated linguistic pattern label
TR0404,Grab review: Everything works perfectly,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review everything works perfectly,grab review everything works perfectly,curated_multilingual_patterns,,grab review: everything works perfectly,,,,team-curated linguistic pattern label
TR0405,Grab review: Very reliable service,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review very reliable service,grab review very reliable service,curated_multilingual_patterns,,grab review: very reliable service,,,,team-curated linguistic pattern label
TR0406,Grab review: The restaurant fixed the problem quickly,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review the restaura not NOT_resolved NOT_successfully,grab review the restaura not resolved successfully,curated_multilingual_patterns,,grab review: the restaurant fixed the problem quickly,,,,team-curated linguistic pattern label
TR0407,Grab review: The issue was resolved successfully,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review the issue was resolved successfully,grab review the issue was resolved successfully,curated_multilingual_patterns,,grab review: the issue was resolved successfully,,,,team-curated linguistic pattern label
TR0408,Grab review: Gud food,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review good food,grab review good food,curated_multilingual_patterns,,grab review: gud food,,,,team-curated linguistic pattern label
TR0409,Grab review: Very guudd service,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review very good service,grab review very good service,curated_multilingual_patterns,,grab review: very guudd service,,,,team-curated linguistic pattern label
TR0410,Grab review: This food is so goooood,positive,English/Malay/Manglish/emoji,direct_or_negation,grab review this food is so good,grab review this food is so good,curated_multilingual_patterns,,grab review: this food is so goooood,,,,team-curated linguistic pattern label
TR0411,Foodpanda order: The food is delicious,positive,English/Malay/Manglish/emoji,direct_or_negation,foodpanda order the food is delicious,foodpanda order the food is delicious,curated_multilingual_patterns,,foodpanda order: the food is delicious,,,,team-curated linguistic pattern label
